TRIGGER_NUM µ_Z_H06 PI_50% PI_90% µ_Z_L08 PI_50% PI_90% µ_Z_B10 PI_50% PI_90%
105 0.47 [0.31,0.59] [0.18,0.91] 0.45 [0.38,0.51] [0.30,0.65] 0.72 [0.44,0.92] [0.24,1.43]
3292 1.74 [1.25,2.11] [0.86,2.99] 2.30 [2.04,2.56] [1.60,3.01] 2.77 [2.01,3.43] [1.29,4.58]
3301 1.09 [0.83,1.28] [0.55,1.82] 1.20 [1.06,1.32] [0.86,1.58] 1.76 [1.19,2.18] [0.77,3.25]
3306 1.35 [0.98,1.60] [0.66,2.36] 1.61 [1.42,1.79] [1.13,2.15] 2.50 [1.74,3.13] [1.08,4.31]
3307 1.44 [1.05,1.74] [0.72,2.48] 1.87 [1.65,2.08] [1.30,2.46] 2.36 [1.64,2.95] [1.04,4.12]
3319 0.87 [0.65,1.04] [0.43,1.43] 0.93 [0.80,1.04] [0.64,1.25] 1.14 [0.79,1.39] [0.50,2.06]
3320 1.61 [1.14,1.94] [0.78,2.79] 2.06 [1.82,2.30] [1.44,2.72] 2.77 [1.98,3.45] [1.24,4.63]
3321 1.20 [0.90,1.43] [0.62,1.98] 1.53 [1.33,1.71] [1.05,2.01] 1.59 [1.10,1.94] [0.73,2.88]
3322 1.13 [0.85,1.35] [0.57,1.86] 1.40 [1.22,1.57] [0.97,1.85] 1.56 [1.07,1.92] [0.69,2.86]
3324 1.22 [0.91,1.45] [0.62,2.02] 1.60 [1.40,1.80] [1.09,2.11] 1.61 [1.10,1.97] [0.73,2.93]
3330 0.97 [0.73,1.14] [0.48,1.63] 1.01 [0.90,1.11] [0.73,1.32] 1.60 [1.08,1.97] [0.69,2.99]
3336 1.99 [1.42,2.42] [0.95,3.45] 2.58 [2.28,2.86] [1.82,3.39] 3.32 [2.50,4.00] [1.63,5.33]
3339 1.67 [1.21,2.02] [0.84,2.83] 2.24 [1.97,2.51] [1.55,2.95] 2.48 [1.76,3.08] [1.14,4.19]
3345 0.95 [0.71,1.13] [0.45,1.63] 1.02 [0.90,1.12] [0.74,1.35] 1.68 [1.11,2.09] [0.69,3.17]
3347 2.00 [1.43,2.45] [0.95,3.45] 2.71 [2.40,3.02] [1.90,3.53] 3.16 [2.36,3.85] [1.52,5.11]
3350 1.15 [0.87,1.37] [0.58,1.90] 1.39 [1.22,1.56] [0.97,1.84] 1.63 [1.11,2.01] [0.72,3.01]
3351 1.22 [0.90,1.44] [0.60,2.09] 1.44 [1.26,1.60] [1.02,1.92] 2.13 [1.44,2.66] [0.91,3.85]
3352 2.02 [1.40,2.46] [0.91,3.69] 2.32 [2.01,2.59] [1.62,3.15] 3.97 [3.02,4.65] [1.98,6.56]
3356 0.85 [0.62,1.03] [0.37,1.44] 0.99 [0.87,1.09] [0.68,1.31] 1.24 [0.82,1.53] [0.49,2.39]
3358 1.30 [0.96,1.57] [0.65,2.22] 1.67 [1.47,1.85] [1.15,2.19] 2.05 [1.40,2.56] [0.89,3.72]
3364 1.89 [1.36,2.31] [0.91,3.27] 2.50 [2.21,2.78] [1.75,3.27] 3.06 [2.25,3.76] [1.45,4.97]
3369 1.68 [1.18,2.05] [0.79,2.99] 2.19 [1.92,2.45] [1.52,2.92] 3.02 [2.18,3.74] [1.36,5.00]
3370 1.16 [0.88,1.38] [0.59,1.92] 1.44 [1.26,1.62] [1.00,1.90] 1.59 [1.09,1.94] [0.72,2.90]
3378 1.02 [0.78,1.20] [0.52,1.66] 1.16 [1.01,1.29] [0.81,1.55] 1.32 [0.93,1.62] [0.60,2.39]
3403 1.73 [1.23,2.11] [0.83,2.99] 2.40 [2.12,2.66] [1.66,3.12] 2.69 [1.92,3.35] [1.21,4.50]
3405 1.14 [0.87,1.35] [0.60,1.89] 1.29 [1.12,1.43] [0.91,1.70] 1.69 [1.17,2.08] [0.77,3.08]
3407 1.32 [0.97,1.58] [0.67,2.25] 1.64 [1.44,1.82] [1.14,2.15] 2.16 [1.49,2.69] [0.95,3.85]
3408 0.97 [0.71,1.15] [0.46,1.69] 1.00 [0.89,1.10] [0.72,1.33] 1.85 [1.22,2.33] [0.76,3.49]
3415 0.98 [0.72,1.16] [0.46,1.69] 1.06 [0.93,1.16] [0.76,1.40] 1.80 [1.18,2.25] [0.73,3.41]
3416 1.20 [0.90,1.43] [0.60,2.01] 1.51 [1.32,1.68] [1.05,1.98] 1.80 [1.22,2.24] [0.79,3.33]
3436 1.24 [0.92,1.48] [0.62,2.12] 1.46 [1.28,1.62] [1.03,1.92] 2.13 [1.45,2.67] [0.92,3.85]
3439 1.44 [1.05,1.72] [0.72,2.46] 1.79 [1.58,2.00] [1.25,2.37] 2.45 [1.71,3.06] [1.08,4.21]
3448 2.25 [1.63,2.74] [1.07,3.89] 2.78 [2.45,3.10] [1.97,3.65] 3.85 [2.97,4.50] [2.00,6.19]
3458 0.96 [0.72,1.13] [0.47,1.64] 0.99 [0.86,1.09] [0.69,1.33] 1.62 [1.08,2.01] [0.68,3.06]
3465 1.23 [0.93,1.45] [0.63,2.02] 1.50 [1.30,1.69] [1.03,2.00] 1.69 [1.17,2.06] [0.77,3.06]
3471 1.35 [1.00,1.63] [0.68,2.27] 1.76 [1.53,1.97] [1.20,2.31] 1.95 [1.35,2.40] [0.88,3.51]
3472 1.14 [0.84,1.36] [0.55,1.92] 1.39 [1.22,1.55] [0.97,1.84] 1.75 [1.17,2.18] [0.75,3.27]
3480 0.49 [0.33,0.60] [0.20,0.92] 0.41 [0.34,0.45] [0.27,0.58] 0.73 [0.48,0.92] [0.28,1.39]
3481 0.60 [0.41,0.75] [0.25,1.09] 0.53 [0.45,0.59] [0.36,0.74] 0.99 [0.66,1.22] [0.39,1.88]
3485 1.96 [1.38,2.39] [0.91,3.45] 2.55 [2.25,2.83] [1.79,3.37] 3.37 [2.53,4.05] [1.63,5.48]
3486 1.23 [0.91,1.47] [0.60,2.09] 1.53 [1.35,1.70] [1.07,2.02] 1.99 [1.35,2.48] [0.85,3.65]
3488 0.81 [0.60,0.98] [0.39,1.37] 0.84 [0.73,0.93] [0.59,1.11] 1.22 [0.84,1.50] [0.52,2.28]
3489 1.02 [0.76,1.20] [0.49,1.75] 1.09 [0.97,1.20] [0.79,1.44] 1.83 [1.21,2.28] [0.76,3.43]
3491 0.56 [0.37,0.69] [0.22,1.06] 0.52 [0.44,0.58] [0.35,0.73] 0.99 [0.63,1.24] [0.35,1.97]
3493 1.10 [0.84,1.30] [0.58,1.80] 1.28 [1.11,1.43] [0.90,1.70] 1.49 [1.05,1.81] [0.69,2.69]
3503 0.98 [0.74,1.17] [0.47,1.63] 1.16 [1.02,1.28] [0.82,1.52] 1.40 [0.95,1.72] [0.60,2.62]
3505 1.47 [1.07,1.77] [0.72,2.51] 1.98 [1.74,2.21] [1.36,2.59] 2.21 [1.53,2.76] [0.97,3.91]
3509 1.24 [0.92,1.49] [0.61,2.12] 1.56 [1.37,1.74] [1.08,2.06] 1.97 [1.32,2.45] [0.84,3.61]
3511 1.23 [0.90,1.48] [0.57,2.15] 1.54 [1.35,1.72] [1.06,2.06] 2.19 [1.45,2.78] [0.89,4.00]
3512 0.84 [0.62,1.01] [0.39,1.41] 0.88 [0.78,0.97] [0.62,1.16] 1.29 [0.88,1.58] [0.54,2.42]
3514 2.08 [1.49,2.54] [0.98,3.57] 2.77 [2.45,3.08] [1.94,3.59] 3.32 [2.50,4.00] [1.64,5.33]
3515 1.13 [0.85,1.36] [0.56,1.89] 1.43 [1.25,1.59] [0.99,1.88] 1.60 [1.08,1.97] [0.70,2.97]
3516 0.83 [0.62,0.99] [0.39,1.39] 0.87 [0.77,0.97] [0.62,1.15] 1.22 [0.84,1.50] [0.52,2.28]
3523 0.75 [0.52,0.92] [0.32,1.32] 0.66 [0.57,0.73] [0.45,0.92] 1.36 [0.90,1.68] [0.55,2.59]
3527 0.78 [0.57,0.95] [0.36,1.31] 0.83 [0.73,0.93] [0.58,1.10] 1.10 [0.75,1.35] [0.45,2.05]
3528 1.44 [1.05,1.75] [0.72,2.46] 2.00 [1.75,2.25] [1.36,2.67] 2.09 [1.43,2.61] [0.92,3.76]
3552 1.76 [1.23,2.15] [0.82,3.10] 2.36 [2.08,2.62] [1.64,3.12] 2.96 [2.14,3.67] [1.33,4.89]
3567 2.13 [1.53,2.59] [1.02,3.65] 2.78 [2.43,3.10] [1.94,3.65] 3.44 [2.61,4.12] [1.72,5.51]
3569 0.66 [0.46,0.81] [0.28,1.14] 0.66 [0.57,0.75] [0.45,0.92] 0.92 [0.61,1.14] [0.36,1.72]
3588 1.58 [1.12,1.92] [0.75,2.81] 2.00 [1.75,2.22] [1.39,2.66] 2.93 [2.11,3.63] [1.30,4.86]
3593 0.85 [0.62,1.01] [0.41,1.43] 0.84 [0.73,0.93] [0.60,1.11] 1.34 [0.91,1.64] [0.57,2.48]
3598 0.66 [0.47,0.81] [0.29,1.14] 0.66 [0.57,0.74] [0.45,0.91] 0.91 [0.61,1.12] [0.36,1.69]
3608 0.98 [0.74,1.17] [0.48,1.64] 1.13 [1.00,1.25] [0.81,1.49] 1.44 [0.97,1.77] [0.61,2.69]
3618 1.27 [0.94,1.50] [0.64,2.15] 1.49 [1.31,1.65] [1.05,1.97] 2.16 [1.48,2.69] [0.95,3.87]
3634 1.38 [1.01,1.64] [0.70,2.37] 1.62 [1.42,1.79] [1.13,2.14] 2.48 [1.74,3.10] [1.09,4.26]
3637 0.89 [0.65,1.07] [0.41,1.50] 1.00 [0.89,1.10] [0.71,1.31] 1.35 [0.90,1.66] [0.55,2.56]
3648 0.95 [0.70,1.13] [0.44,1.63] 1.04 [0.92,1.14] [0.75,1.38] 1.65 [1.09,2.06] [0.68,3.15]
3649 0.89 [0.66,1.07] [0.42,1.50] 0.96 [0.85,1.06] [0.69,1.26] 1.40 [0.94,1.72] [0.58,2.64]
3654 0.92 [0.69,1.09] [0.44,1.55] 1.02 [0.90,1.12] [0.73,1.35] 1.41 [0.95,1.74] [0.59,2.66]
3655 1.27 [0.95,1.52] [0.64,2.14] 1.62 [1.42,1.81] [1.12,2.14] 1.87 [1.28,2.31] [0.83,3.43]
3658 0.66 [0.46,0.81] [0.28,1.17] 0.63 [0.55,0.71] [0.43,0.88] 1.05 [0.69,1.29] [0.40,2.01]
3662 1.10 [0.84,1.29] [0.56,1.84] 1.21 [1.07,1.33] [0.87,1.59] 1.80 [1.22,2.24] [0.79,3.31]
3663 1.35 [0.99,1.60] [0.68,2.33] 1.59 [1.39,1.76] [1.11,2.11] 2.43 [1.69,3.04] [1.07,4.19]
3664 1.26 [0.92,1.51] [0.60,2.21] 1.55 [1.36,1.74] [1.07,2.09] 2.30 [1.56,2.92] [0.96,4.12]
3671 1.07 [0.82,1.26] [0.55,1.74] 1.23 [1.07,1.37] [0.87,1.62] 1.43 [1.00,1.75] [0.66,2.59]
3717 1.71 [1.20,2.08] [0.80,3.01] 2.25 [1.98,2.50] [1.57,2.97] 2.95 [2.14,3.65] [1.33,4.86]
3733 1.09 [0.82,1.30] [0.54,1.81] 1.41 [1.22,1.58] [0.97,1.86] 1.39 [0.96,1.70] [0.61,2.56]
3740 1.64 [1.16,2.00] [0.79,2.84] 2.23 [1.96,2.50] [1.53,2.95] 2.67 [1.89,3.33] [1.18,4.50]
3745 1.28 [0.95,1.53] [0.63,2.19] 1.58 [1.39,1.76] [1.10,2.09] 2.16 [1.47,2.69] [0.93,3.87]
3765 0.61 [0.42,0.76] [0.25,1.12] 0.56 [0.48,0.62] [0.38,0.79] 1.05 [0.69,1.30] [0.40,2.02]
3766 1.34 [0.99,1.60] [0.68,2.27] 1.69 [1.49,1.89] [1.17,2.24] 2.09 [1.43,2.59] [0.93,3.74]
3768 1.39 [1.00,1.68] [0.67,2.42] 1.81 [1.59,2.02] [1.24,2.42] 2.34 [1.60,2.95] [0.99,4.12]
3771 1.29 [0.97,1.55] [0.65,2.18] 1.61 [1.41,1.79] [1.11,2.12] 2.03 [1.39,2.51] [0.90,3.65]
3773 3.51 [2.76,4.23] [1.81,5.16] 4.85 [4.21,5.45] [3.41,6.35] 5.17 [3.91,6.06] [2.84,8.74]
3776 0.93 [0.68,1.11] [0.42,1.62] 1.04 [0.91,1.14] [0.73,1.38] 1.64 [1.07,2.06] [0.65,3.19]
3779 1.00 [0.75,1.20] [0.48,1.68] 1.24 [1.08,1.38] [0.86,1.64] 1.35 [0.92,1.66] [0.57,2.53]
3788 1.21 [0.90,1.43] [0.59,2.11] 1.37 [1.20,1.51] [0.97,1.81] 2.31 [1.58,2.92] [0.97,4.09]
3792 1.30 [0.96,1.57] [0.64,2.21] 1.72 [1.51,1.93] [1.18,2.27] 1.95 [1.32,2.43] [0.84,3.57]
3800 1.37 [0.99,1.66] [0.67,2.36] 1.85 [1.63,2.06] [1.27,2.43] 2.09 [1.42,2.61] [0.90,3.78]
3801 1.25 [0.93,1.50] [0.62,2.11] 1.61 [1.41,1.80] [1.11,2.11] 1.86 [1.26,2.30] [0.82,3.41]
3805 1.29 [0.96,1.55] [0.65,2.16] 1.66 [1.45,1.85] [1.14,2.18] 1.93 [1.31,2.39] [0.84,3.51]
3807 0.95 [0.72,1.13] [0.46,1.57] 1.11 [0.97,1.23] [0.78,1.47] 1.23 [0.85,1.50] [0.54,2.25]
3811 0.92 [0.66,1.11] [0.39,1.60] 1.09 [0.95,1.21] [0.75,1.47] 1.56 [0.99,1.96] [0.58,3.10]
3814 0.78 [0.56,0.95] [0.34,1.30] 0.87 [0.76,0.97] [0.60,1.16] 1.02 [0.68,1.25] [0.41,1.92]
3815 0.81 [0.58,0.99] [0.34,1.41] 0.95 [0.83,1.06] [0.65,1.27] 1.23 [0.80,1.52] [0.46,2.40]
3819 1.43 [1.03,1.72] [0.69,2.48] 1.86 [1.63,2.06] [1.28,2.46] 2.40 [1.66,3.02] [1.04,4.19]
3840 0.87 [0.65,1.05] [0.41,1.43] 1.05 [0.91,1.17] [0.72,1.40] 1.02 [0.70,1.25] [0.43,1.86]
3843 1.27 [0.94,1.51] [0.63,2.18] 1.53 [1.35,1.69] [1.08,2.01] 2.21 [1.51,2.78] [0.96,3.96]
3853 0.99 [0.75,1.17] [0.49,1.64] 1.11 [0.97,1.22] [0.79,1.45] 1.45 [0.99,1.79] [0.64,2.69]
3860 1.03 [0.77,1.21] [0.51,1.74] 1.08 [0.96,1.19] [0.78,1.43] 1.73 [1.16,2.14] [0.75,3.21]
3869 1.01 [0.75,1.20] [0.48,1.68] 1.21 [1.06,1.35] [0.85,1.59] 1.40 [0.95,1.71] [0.60,2.61]
3870 0.55 [0.37,0.68] [0.22,1.02] 0.52 [0.44,0.58] [0.35,0.72] 0.86 [0.56,1.08] [0.31,1.66]
3871 1.32 [0.97,1.58] [0.67,2.22] 1.65 [1.45,1.84] [1.15,2.16] 2.06 [1.42,2.56] [0.91,3.69]
3875 0.69 [0.48,0.85] [0.28,1.20] 0.76 [0.65,0.85] [0.51,1.03] 0.97 [0.63,1.20] [0.36,1.86]
3879 1.07 [0.80,1.28] [0.52,1.81] 1.29 [1.13,1.43] [0.91,1.70] 1.66 [1.11,2.06] [0.70,3.12]
3886 0.88 [0.66,1.06] [0.42,1.45] 0.99 [0.87,1.08] [0.70,1.29] 1.20 [0.83,1.48] [0.51,2.22]
3890 1.14 [0.84,1.37] [0.55,1.92] 1.43 [1.25,1.59] [0.99,1.89] 1.70 [1.13,2.11] [0.72,3.19]
3891 0.67 [0.47,0.83] [0.30,1.17] 0.64 [0.55,0.72] [0.44,0.89] 1.03 [0.69,1.27] [0.41,1.94]
3892 0.86 [0.63,1.04] [0.39,1.45] 0.99 [0.87,1.10] [0.69,1.31] 1.22 [0.82,1.51] [0.49,2.33]
3893 1.16 [0.86,1.38] [0.56,2.01] 1.34 [1.17,1.48] [0.95,1.77] 2.13 [1.43,2.67] [0.89,3.89]
3899 1.94 [1.39,2.37] [0.93,3.33] 2.72 [2.40,3.04] [1.89,3.53] 2.89 [2.12,3.57] [1.37,4.70]
3900 1.27 [0.93,1.52] [0.62,2.16] 1.60 [1.40,1.79] [1.10,2.12] 2.08 [1.41,2.61] [0.89,3.78]
3901 1.77 [1.25,2.16] [0.84,3.06] 2.47 [2.18,2.74] [1.72,3.21] 2.75 [1.97,3.41] [1.25,4.58]
3903 1.80 [1.29,2.21] [0.89,3.06] 2.54 [2.24,2.83] [1.75,3.29] 2.64 [1.90,3.27] [1.23,4.38]
3905 0.88 [0.65,1.05] [0.42,1.49] 0.94 [0.84,1.04] [0.68,1.24] 1.37 [0.92,1.69] [0.57,2.58]
3906 1.05 [0.79,1.24] [0.50,1.76] 1.21 [1.07,1.35] [0.87,1.60] 1.68 [1.12,2.09] [0.71,3.17]
3908 1.02 [0.77,1.21] [0.50,1.68] 1.21 [1.06,1.35] [0.85,1.59] 1.36 [0.94,1.66] [0.60,2.48]
3909 0.94 [0.70,1.12] [0.44,1.58] 1.09 [0.96,1.20] [0.77,1.43] 1.43 [0.96,1.77] [0.59,2.71]
3912 0.90 [0.67,1.08] [0.42,1.51] 0.98 [0.87,1.08] [0.70,1.29] 1.42 [0.95,1.76] [0.59,2.69]
3913 1.96 [1.40,2.39] [0.94,3.41] 2.55 [2.25,2.83] [1.80,3.33] 3.28 [2.45,3.96] [1.59,5.27]
3914 1.69 [1.20,2.06] [0.82,2.90] 2.42 [2.14,2.71] [1.66,3.15] 2.47 [1.75,3.08] [1.11,4.21]
3916 1.83 [1.31,2.22] [0.89,3.19] 2.38 [2.11,2.64] [1.68,3.12] 3.10 [2.30,3.80] [1.47,5.05]
3917 1.88 [1.36,2.28] [0.93,3.23] 2.42 [2.12,2.69] [1.68,3.19] 3.06 [2.27,3.74] [1.48,4.94]
3918 1.51 [1.09,1.81] [0.75,2.59] 1.85 [1.63,2.05] [1.30,2.43] 2.62 [1.86,3.27] [1.18,4.40]
3924 1.11 [0.83,1.31] [0.55,1.85] 1.35 [1.18,1.51] [0.95,1.79] 1.58 [1.07,1.94] [0.68,2.93]
3926 0.97 [0.74,1.14] [0.49,1.58] 1.08 [0.95,1.20] [0.76,1.43] 1.25 [0.88,1.52] [0.57,2.25]
3929 1.02 [0.77,1.21] [0.50,1.72] 1.12 [0.99,1.23] [0.81,1.48] 1.69 [1.13,2.09] [0.72,3.15]
3930 0.89 [0.65,1.06] [0.42,1.52] 0.87 [0.75,0.96] [0.61,1.16] 1.54 [1.04,1.90] [0.65,2.88]
3935 1.45 [1.07,1.74] [0.74,2.43] 1.87 [1.63,2.09] [1.27,2.48] 2.09 [1.45,2.58] [0.96,3.72]
3941 1.44 [1.04,1.75] [0.71,2.46] 1.99 [1.75,2.22] [1.36,2.62] 2.17 [1.49,2.71] [0.95,3.87]
3954 0.73 [0.52,0.89] [0.33,1.26] 0.70 [0.61,0.78] [0.49,0.96] 1.13 [0.77,1.39] [0.46,2.11]
4039 0.98 [0.74,1.16] [0.49,1.66] 1.01 [0.90,1.11] [0.72,1.33] 1.66 [1.12,2.05] [0.72,3.10]
4048 0.83 [0.61,0.99] [0.39,1.40] 0.85 [0.75,0.95] [0.60,1.13] 1.26 [0.85,1.55] [0.52,2.36]
4095 0.93 [0.68,1.12] [0.42,1.57] 1.13 [0.98,1.26] [0.79,1.51] 1.27 [0.85,1.57] [0.51,2.42]
4146 1.86 [1.31,2.28] [0.88,3.25] 2.48 [2.19,2.76] [1.74,3.25] 3.09 [2.27,3.78] [1.44,5.05]
4157 1.05 [0.78,1.25] [0.49,1.80] 1.24 [1.08,1.38] [0.88,1.65] 1.78 [1.17,2.24] [0.72,3.39]
4216 1.26 [0.94,1.50] [0.63,2.14] 1.56 [1.37,1.72] [1.08,2.05] 2.00 [1.37,2.50] [0.87,3.65]
4251 1.35 [0.96,1.65] [0.61,2.39] 1.82 [1.58,2.04] [1.22,2.46] 2.30 [1.53,2.92] [0.92,4.14]
4312 0.55 [0.37,0.68] [0.22,1.03] 0.56 [0.47,0.62] [0.37,0.79] 0.84 [0.53,1.07] [0.30,1.66]
4350 1.21 [0.90,1.43] [0.59,2.08] 1.42 [1.24,1.57] [1.00,1.88] 2.15 [1.45,2.71] [0.91,3.89]
4368 0.64 [0.41,0.81] [0.23,1.24] 0.63 [0.54,0.72] [0.42,0.90] 1.46 [0.90,1.85] [0.50,2.99]
4388 1.32 [0.97,1.58] [0.66,2.24] 1.70 [1.49,1.89] [1.17,2.24] 2.06 [1.41,2.56] [0.90,3.72]
4556 0.62 [0.42,0.77] [0.25,1.13] 0.59 [0.50,0.65] [0.40,0.82] 1.03 [0.67,1.27] [0.39,1.98]
4569 0.90 [0.67,1.08] [0.42,1.49] 1.01 [0.89,1.11] [0.71,1.32] 1.24 [0.84,1.52] [0.52,2.31]
4653 1.43 [1.03,1.72] [0.69,2.48] 1.84 [1.62,2.05] [1.27,2.43] 2.44 [1.69,3.06] [1.06,4.23]
4701 1.02 [0.76,1.20] [0.49,1.75] 1.10 [0.97,1.21] [0.79,1.45] 1.83 [1.22,2.28] [0.76,3.43]
4710 0.82 [0.60,0.98] [0.38,1.37] 0.87 [0.77,0.97] [0.62,1.15] 1.15 [0.79,1.41] [0.48,2.14]
4745 1.33 [0.99,1.59] [0.68,2.25] 1.63 [1.42,1.82] [1.13,2.16] 2.11 [1.45,2.62] [0.94,3.76]
4814 0.67 [0.47,0.82] [0.29,1.15] 0.68 [0.58,0.76] [0.46,0.94] 0.91 [0.60,1.12] [0.36,1.71]
4939 1.11 [0.84,1.32] [0.55,1.85] 1.34 [1.18,1.49] [0.95,1.76] 1.64 [1.10,2.02] [0.72,3.04]
4959 1.67 [1.20,2.04] [0.83,2.84] 2.28 [2.01,2.54] [1.57,2.99] 2.51 [1.79,3.12] [1.14,4.23]
5080 0.86 [0.62,1.05] [0.36,1.50] 1.01 [0.89,1.12] [0.70,1.36] 1.41 [0.90,1.76] [0.52,2.78]
5255 1.38 [0.99,1.66] [0.65,2.43] 1.76 [1.53,1.96] [1.21,2.36] 2.49 [1.71,3.13] [1.05,4.33]
5304 0.81 [0.58,0.98] [0.36,1.42] 0.81 [0.71,0.90] [0.57,1.09] 1.46 [0.96,1.81] [0.58,2.81]
5305 1.58 [1.14,1.92] [0.79,2.71] 2.12 [1.86,2.36] [1.47,2.78] 2.46 [1.74,3.08] [1.10,4.21]
5379 0.99 [0.75,1.17] [0.50,1.63] 1.11 [0.98,1.23] [0.79,1.47] 1.37 [0.95,1.68] [0.61,2.51]
5387 1.24 [0.92,1.48] [0.61,2.09] 1.53 [1.35,1.70] [1.07,2.02] 1.98 [1.35,2.46] [0.85,3.61]
5389 0.86 [0.63,1.03] [0.40,1.45] 0.93 [0.83,1.03] [0.66,1.23] 1.33 [0.90,1.64] [0.55,2.51]
5407 1.78 [1.28,2.16] [0.87,3.06] 2.40 [2.12,2.66] [1.68,3.13] 2.82 [2.05,3.49] [1.31,4.65]
5409 2.05 [1.47,2.50] [0.97,3.55] 2.70 [2.39,3.01] [1.90,3.53] 3.33 [2.51,4.00] [1.63,5.36]
5411 1.25 [0.92,1.51] [0.60,2.15] 1.61 [1.41,1.80] [1.10,2.14] 2.03 [1.36,2.54] [0.85,3.74]
5412 1.65 [1.18,2.00] [0.81,2.86] 2.11 [1.86,2.34] [1.48,2.78] 2.85 [2.06,3.53] [1.30,4.70]
5415 1.17 [0.87,1.40] [0.57,1.98] 1.43 [1.25,1.59] [1.00,1.89] 1.87 [1.26,2.34] [0.79,3.49]
5416 1.17 [0.88,1.40] [0.58,1.98] 1.44 [1.26,1.60] [1.01,1.89] 1.84 [1.24,2.28] [0.79,3.41]
5417 0.65 [0.46,0.79] [0.28,1.13] 0.62 [0.53,0.68] [0.42,0.85] 0.96 [0.65,1.19] [0.38,1.81]
5419 0.95 [0.70,1.13] [0.43,1.62] 1.10 [0.97,1.21] [0.78,1.45] 1.53 [1.01,1.90] [0.62,2.93]
5420 2.31 [1.66,2.84] [1.08,3.89] 3.20 [2.84,3.57] [2.25,4.07] 3.40 [2.58,4.07] [1.70,5.42]
5421 1.74 [1.25,2.11] [0.85,3.04] 2.21 [1.94,2.45] [1.55,2.92] 3.03 [2.22,3.72] [1.41,4.94]
5423 1.06 [0.79,1.27] [0.51,1.77] 1.33 [1.16,1.49] [0.93,1.76] 1.47 [0.99,1.81] [0.63,2.74]
5428 1.01 [0.75,1.21] [0.48,1.71] 1.21 [1.05,1.35] [0.84,1.63] 1.54 [1.02,1.92] [0.64,2.93]
5429 1.39 [1.02,1.65] [0.71,2.37] 1.70 [1.49,1.89] [1.18,2.24] 2.33 [1.62,2.90] [1.03,4.05]
5433 0.92 [0.70,1.09] [0.46,1.53] 1.00 [0.89,1.10] [0.72,1.31] 1.35 [0.93,1.66] [0.59,2.50]
5434 1.25 [0.94,1.50] [0.64,2.09] 1.57 [1.38,1.75] [1.09,2.06] 1.85 [1.27,2.30] [0.83,3.39]
5447 1.07 [0.78,1.28] [0.47,1.92] 1.24 [1.08,1.39] [0.87,1.70] 2.17 [1.42,2.78] [0.84,4.02]
5450 1.11 [0.84,1.30] [0.57,1.85] 1.24 [1.08,1.37] [0.89,1.64] 1.76 [1.20,2.18] [0.78,3.25]
5451 0.87 [0.65,1.05] [0.41,1.48] 0.95 [0.84,1.05] [0.68,1.25] 1.38 [0.92,1.70] [0.57,2.62]
5454 1.46 [1.06,1.76] [0.72,2.51] 1.91 [1.69,2.12] [1.32,2.51] 2.39 [1.65,2.99] [1.04,4.14]
5463 2.04 [1.47,2.50] [0.97,3.51] 2.72 [2.40,3.02] [1.90,3.55] 3.23 [2.42,3.91] [1.58,5.19]
5464 1.06 [0.81,1.25] [0.53,1.76] 1.21 [1.07,1.33] [0.87,1.59] 1.60 [1.09,1.97] [0.71,2.97]
5465 0.92 [0.68,1.11] [0.41,1.56] 1.13 [0.98,1.26] [0.78,1.51] 1.23 [0.82,1.52] [0.49,2.34]
5466 1.56 [1.10,1.89] [0.74,2.74] 2.06 [1.81,2.30] [1.42,2.74] 2.64 [1.85,3.31] [1.14,4.50]
5470 0.72 [0.52,0.88] [0.34,1.22] 0.66 [0.57,0.73] [0.45,0.90] 1.03 [0.72,1.25] [0.44,1.86]
5472 1.21 [0.90,1.44] [0.60,2.05] 1.49 [1.30,1.65] [1.04,1.96] 1.97 [1.33,2.45] [0.84,3.61]
5473 1.19 [0.90,1.40] [0.60,2.01] 1.36 [1.19,1.50] [0.97,1.79] 2.03 [1.39,2.53] [0.89,3.69]
5474 1.42 [1.02,1.72] [0.68,2.50] 1.85 [1.62,2.06] [1.27,2.45] 2.45 [1.68,3.08] [1.04,4.26]
5475 1.20 [0.90,1.42] [0.61,2.00] 1.43 [1.26,1.59] [1.01,1.88] 1.84 [1.26,2.28] [0.82,3.37]
5476 1.05 [0.79,1.25] [0.50,1.77] 1.23 [1.08,1.37] [0.88,1.63] 1.70 [1.12,2.11] [0.71,3.21]
5477 0.47 [0.31,0.59] [0.20,0.91] 0.33 [0.27,0.37] [0.22,0.48] 0.73 [0.49,0.92] [0.29,1.37]
5478 1.23 [0.91,1.45] [0.62,2.09] 1.44 [1.26,1.60] [1.01,1.93] 2.11 [1.43,2.64] [0.91,3.82]
5479 1.24 [0.92,1.47] [0.62,2.11] 1.47 [1.28,1.63] [1.03,1.94] 2.13 [1.45,2.66] [0.92,3.82]
5480 1.82 [1.27,2.22] [0.84,3.21] 2.41 [2.12,2.67] [1.68,3.19] 3.14 [2.30,3.85] [1.44,5.13]
5482 2.26 [1.64,2.76] [1.07,3.87] 2.94 [2.61,3.27] [2.08,3.80] 3.68 [2.83,4.35] [1.89,5.90]
5483 0.79 [0.57,0.97] [0.33,1.36] 0.94 [0.81,1.05] [0.64,1.26] 1.06 [0.69,1.31] [0.40,2.05]
